json_file,story_id,ner_tagging,number_of_ner_tags
19_answer.json,4,"{'PER': ['Zoe Carter', 'Zoe'], 'MISC': ['Power of Us'], 'ORG': ['Community First']}",4
19_answer.json,5,"{'PER': ['Ali', '##na Rivers'], 'ORG': ['Green Future Party'], 'MISC': ['E', '##F']}",5
19_answer.json,6,"{'LOC': ['No', '##uveau City', 'Nouveau City'], 'PER': ['Ali', '##na Sun'], 'ORG': ['“', '##minous Living', '##R'], 'MISC': ['Nova', 'CityHack']}",10
19_answer.json,7,"{'PER': ['Lily Chen', 'Lily'], 'MISC': ['Cha', '##ians'], 'ORG': ['Light', 'Senate'], 'LOC': ['California']}",7
19_answer.json,8,"{'PER': ['Jade Rivera', 'Jade'], 'ORG': [""Jade ' s G""]}",3
19_answer.json,9,"{'LOC': ['Nuve', '##lia'], 'PER': ['Lila Connor', 'Lila'], 'ORG': ['N', '##uvelian City Council']}",6
19_answer.json,10,"{'PER': ['Lily Thompson', 'Lily', 'Thompson'], 'MISC': ['People', 'the People']}",5
09_answer.json,1,"{'MISC': ['Shadow Over'], 'LOC': ['Southport', 'Sunlight Boulevard', 'South'], 'PER': ['Harold Lincoln', 'Mayor Lincoln', 'Emily Carter', 'Lincoln', 'Emily', 'Oliver', 'Grant'], 'ORG': ['City Hall', 'Nexus Corp', 'Nexus', 'Sentinel']}",15
09_answer.json,2,"{'MISC': ['Shadows'], 'LOC': ['Over', 'Emerald City', 'Grand Meridian Hotel'], 'PER': ['Jonathan Carter', 'Carter', 'Mayor', 'Susan Martinez', 'Susan', 'Mayor Carter'], 'ORG': ['Blackstone Holdings', 'Blacks', 'Holdings']}",13
09_answer.json,3,"{'LOC': ['Shadows', 'Echo City'], 'PER': ['Thomas Whitmore', 'W', '##hitmore', 'Jessica Trent', 'Trent', 'Daniel Reyes', '##hit', 'Reyes'], 'ORG': ['Echo City Tribune', 'W', 'Ava', 'Industries', 'Para']}",15
09_answer.json,4,"{'ORG': ['Shadows Over Rivergate', 'Rivergate', 'River'], 'LOC': ['Rivergate'], 'PER': ['Mayor', 'Jonathan Keller', 'Mayor Keller', 'Laura Thompson', 'Laura', 'Keller']}",10
09_answer.json,5,"{'LOC': ['Riverton', 'River'], 'PER': ['Jonathan Cross', 'Cross', 'Kara Hammond', 'Kara', 'Mayor Cross'], 'ORG': ['Riverton Gazette', 'GenecaCorp', 'Cross']}",10
09_answer.json,6,"{'MISC': ['Shadows Over', 'Illusion of Progress', 'Surface'], 'LOC': ['Crescent City', 'City Hall'], 'PER': ['Henry', 'Hank', 'Goodwin', 'Claire Ramirez', 'Claire'], 'ORG': ['Crescent Horizons']}",11
09_answer.json,7,"{'ORG': ['Shadows Over', 'City', 'TechInfinity', 'GreenLife Developers', 'TechI', 'Green'], 'LOC': ['Arcadia', 'Arcadia Technology Park', 'Riverwalk', 'Hall'], 'PER': ['Jonathan Prescott', 'Prescott', 'Olivia Chen', 'Olivia']}",14
09_answer.json,8,"{'MISC': ['of Prosperity'], 'LOC': ['Greenfield'], 'PER': ['Mayor', 'Thomas Caldwell', 'Mayor Caldwell', 'Sarah Whitmore', 'Sarah'], 'ORG': ['The Greenfield Gazette', 'Green']}",9
09_answer.json,9,"{'MISC': ['Shadows of Power'], 'LOC': ['Eastgate City', 'Eastgate', 'East'], 'PER': ['Jonathan Pierce', 'Sarah Mitchell', 'Sarah', 'Mayor Pierce', 'Pierce'], 'ORG': ['Eastgate Gazette', 'Clarion Technologies', 'GreenWay Enterprises', 'Pinnacle Developments', 'C', 'Technologies', 'Pierce', 'Sarah', 'City', 'Sale', 'Cron', 'Co']}",21
09_answer.json,10,"{'LOC': ['Shadows', 'Ashbourne City', 'Ashbourne'], 'MISC': ['Citadel', 'AI'], 'PER': ['Harold Grayson', 'Grayson', 'Emily Rodriguez', 'Emily', 'Claire', 'Hastings'], 'ORG': ['The Ashbourne Voice', 'NovoTech Industries', 'NovoTech']}",14
15_answer.json,1,"{'LOC': ['Eldoria', 'Solancia', 'Temple of'], 'ORG': ['Eternal Light', 'Temple of Eternal Light', 'El'], 'PER': ['Father', 'Elias Marlow', 'Father Marlow', 'Clara Reyes', 'Clara']}",11
15_answer.json,2,"{'LOC': ['Sanctuary Heights', 'Ce', 'Sanctuary', '##tial Sanctuary'], 'ORG': ['##les', 'Ce', 'Sanctuary', 'News'], 'PER': ['Elijah Thompson', 'Reverend Thompson', 'Thompson']}",11
15_answer.json,3,"{'LOC': ['Veridara', 'Solstice Hall'], 'PER': ['Father Alari', 'Aiden Thrace', 'Aiden', 'Father'], 'ORG': ['Church of the Radiant Light', 'Hope Initiative', 'Veridara Times', 'Church', 'Al']}",11
15_answer.json,4,"{'MISC': ['S', '##tered Nimb'], 'LOC': ['##us', 'Sylvania', 'Lumina', '##r Temple', 'Syl', '##a', 'Luminar Temple'], 'ORG': ['Order of the Radiant Path', 'Council'], 'PER': ['Father Alari']}",12
15_answer.json,5,"{'MISC': ['of the Revered'], 'LOC': ['Veri', '##dia', 'Solace Cathedral'], 'PER': ['Ezra Caldwell', 'Ezra', 'Elise McKay', 'Elise', 'Dev'], 'ORG': ['Veridia Herald']}",10
15_answer.json,6,"{'PER': ['E', ""##amon O ' Shea"", '##amon', 'Eamon'], 'LOC': [""St. Jude ' s Cathedral"", 'St. Jude', 's']}",7
15_answer.json,7,"{'PER': ['Prophet', 'Eli', 'Li', '##ora Montez'], 'MISC': ['##eil'], 'LOC': ['Verdantia', 'Ce', 'Sanctuary', 'Verdanti'], 'ORG': ['Sanctuary']}",10
15_answer.json,8,"{'MISC': ['F', '##e Halo'], 'LOC': ['Starlight City', 'Angelica Cathedral'], 'PER': ['Jasper Holcroft', 'Ho', '##croft', ""Eleanor O ' Connor"", 'Reverend'], 'ORG': ['Angelica', 'Heart']}",11
15_answer.json,9,"{'LOC': ['Andalasia'], 'ORG': ['Temple of Light'], 'PER': ['Shepherd Eliam', 'Eli', 'Shepherd'], 'MISC': ['##o']}",6
15_answer.json,10,"{'LOC': ['Veridonia', 'Temple', 'Ra', '##vona'], 'PER': ['E', '##amon Elara', '##amon', 'Lana My', 'Lana', 'El', 'Ra'], 'MISC': ['F'], 'ORG': ['The Veridonia Ledger', 'National']}",14
16_answer.json,1,"{'LOC': ['Elmwood'], 'ORG': ['Elmwood Academy', 'Elm'], 'PER': ['Gerald Fenwick', 'Fenwick', 'Fen']}",6
16_answer.json,2,"{'LOC': ['Alderwood', 'St. Michael ’ s', '.'], 'ORG': ['St. Michael ’ s Academy', 'St', 'Michael ’ s Academy'], 'PER': ['Edmund Darnell', 'Darnell', 'Amelia Harper', 'Amelia', 'Dar']}",11
16_answer.json,3,"{'LOC': ['Willowbrook', 'Elmsley Manor'], 'ORG': ['Willowbrook Academy', 'Board of Trustees', 'Elmwood Restoration Services', 'Elm', 'Restoration'], 'PER': ['Jonathan Elmsley', 'Elmsley', 'Elm', 'Amelia', 'Parker']}",12
16_answer.json,4,"{'LOC': ['El', 'Hollow'], 'ORG': ['##dridge', 'Eldridge Academy', 'El'], 'PER': ['Lionel Thorne', 'Thorne', 'Clara Jennings', 'Clara', 'Jennings', 'Margaret Hines', 'Hi', '##nes']}",13
16_answer.json,5,"{'LOC': ['Maplewood'], 'ORG': ['Elmwood Academy'], 'PER': ['Albert Grayson', 'Grayson']}",4
16_answer.json,6,"{'LOC': ['Elmsworth', 'Maple', 'Maplewood'], 'ORG': ['Maplewood Academy', '##wood', 'The Elmsworth Gazette'], 'PER': ['Edgar Linton', 'Linton', 'Lin']}",9
16_answer.json,7,"{'LOC': ['Elmwood'], 'ORG': ['Elmwood Academy', 'Elmwood', 'Elmwood Gazette', 'Elm'], 'PER': ['Jonathan Whitman', 'Whitman', 'Sarah Mitchell']}",8
16_answer.json,8,"{'LOC': ['Willow Creek'], 'ORG': ['Woodrow Academy'], 'PER': ['Samuel Hawthorne', 'Samuel', 'Hawthorne', 'Emily', 'Thompson']}",7
16_answer.json,9,"{'LOC': ['Elmsworth'], 'ORG': ['Elmsworth Academy'], 'PER': ['Edward Penrose', 'Clara Jacobs', 'Penrose']}",5
16_answer.json,10,"{'LOC': ['Eldridge'], 'ORG': ['Eldridge Academy', 'Eldridge Gazette'], 'PER': ['John Thorne', 'Thorne', 'Weeks']}",6
24_answer.json,1,"{'ORG': ['Global Athletics Federation', 'GAF', 'International', 'Olympic Committee', '##OC', 'WA'], 'PER': ['Carlos Hernandez']}",7
24_answer.json,2,"{'ORG': ['En', '##re Federation', 'Global Athletics Federation', 'GAF', 'At', '##hletes for Integrity', 'AFI', 'World Anti - Doping Agency', 'WADA', 'GA', 'International', 'Committee'], 'MISC': ['Global Athletics', 'of Trust', 'Olympic'], 'PER': ['Harold', 'Anderson']}",17
24_answer.json,3,"{'ORG': ['International Athletics Federation', 'IAF', 'International', 'Reform', 'World', 'Agency', 'WADA'], 'MISC': ['Clean Race', 'Bombshell Report', 'Race', 'World Championships', 'Olympic Games']}",12
24_answer.json,4,"{'MISC': ['World', 'Doping', 'Project Clean Sweep'], 'ORG': ['En', '##re Athletics Federation', 'International Athletics Federation', 'IAF', '##AF'], 'PER': ['John']}",9
24_answer.json,5,"{'ORG': ['Global Athletics Federation', 'En', 'Executive Board', 'GAF', 'GA', 'Vinci'], 'LOC': ['Geneva', 'Switzerland'], 'MISC': ['Operation Clean Field', 'Olympic Games', 'World Championships']}",11
24_answer.json,6,"{'ORG': ['Global Athletics Federation', 'GAF', 'International Anti - Doping Consortium', 'IADC'], 'MISC': ['At', '##hleteGate'], 'PER': ['Martina Kruger']}",7
24_answer.json,7,"{'MISC': ['Do', 'Olympic'], 'ORG': ['Global Athletics Federation', 'GAF', 'Sinclair', 'International', 'Olympic Committee', '##OC', 'Do', 'WA', 'WADA'], 'PER': ['Laura Juare', 'Ju', 'Adam']}",14
24_answer.json,8,"{'ORG': ['National Athletics Federation', 'NAF', '##land', 'World Anti - Doping Agency', 'WADA', 'P', 'EP'], 'MISC': ['##read Doping', 'E'], 'LOC': ['Capital City', 'Nationland', 'Nation'], 'PER': ['Lucia Darnelle', 'Nicolas']}",14
24_answer.json,9,"{'MISC': ['World', 'Doping', 'Olympic'], 'ORG': ['Athletics Federation', 'Co', 'Global Athletics Federation', 'GAF', 'Executive Committee', 'International', 'Committee', '##OC', 'Thomas', 'Bach'], 'PER': ['James Harland']}",14
24_answer.json,10,"{'ORG': ['Athletics Federation', 'International Athletics Federation', 'IAF', 'Focus'], 'PER': ['Jordan Blake', 'Annabelle Carter', 'Marcus', 'L', 'Cross'], 'MISC': ['Clean S', '##ep', 'Co']}",12
03_answer.json,1,"{'PER': ['Elaine Ain', 'Elaine Ainsworth', 'Elaine'], 'LOC': ['Maplewood'], 'ORG': ['Science', 'Progressive Party', 'Progressive', 'Party']}",8
03_answer.json,2,"{'MISC': ['Chain', 'New Veridia'], 'LOC': ['Veri', '##dia', 'Veridia', 'Bellmere'], 'PER': ['Alistair More', 'Alistair'], 'ORG': ['Progressive Horizon Party']}",9
03_answer.json,3,"{'PER': ['Alexander Ourano', 'Alexander'], 'LOC': ['Pa', '##lladia', 'Palladia'], 'MISC': ['Apex of Power']}",6
03_answer.json,4,"{'PER': ['Marcus Al', 'Marcus Alden', 'Marcus'], 'LOC': ['Lufborough'], 'ORG': ['University of Greenfield', 'House of Representatives', 'Power', 'House', 'Representatives'], 'MISC': ['C']}",10
03_answer.json,5,"{'PER': ['Marcus Velasque', 'Marcus', 'Marcus V', 'Pi'], 'LOC': ['New Arcadia'], 'ORG': ['Arcadia University', 'New Arcadia City Council', ""People ' s""], 'MISC': ['##ian', ', We Rise']}",10
03_answer.json,6,"{'PER': ['Alex Mercer', 'Alex', 'Green'], 'LOC': ['Verida', 'Riverton'], 'MISC': ['Veridan', 'to Power'], 'ORG': ['Youth Progress Party', 'YPP', 'Verida', ""People ' s Can"", 'National Assembly', 'V', '##da']}",14
03_answer.json,7,"{'PER': ['Jonathan Carlisle', 'Jonathan', 'Anders'], 'MISC': ['Beginning', 's', '##eoric Rise'], 'LOC': ['Ironville', 'Northeastern'], 'ORG': ['Capitol University', ""People ' s Visionary Front"", 'P', '##VF', 'Carlisle', 'International']}",14
03_answer.json,8,"{'PER': ['Marcus Leland', 'Marcus'], 'MISC': ['Dawn of Am', '##ion'], 'LOC': ['Gainsborough', 'Atlantic Ocean'], 'ORG': ['University of Eastbridge', 'National', 'House', 'G']}",10
03_answer.json,9,"{'PER': ['Marcus Thorne', 'Marcus', 'Judith Blaine'], 'MISC': ['Genesis of Ambition', '##ic Rise'], 'ORG': ['Congress']}",6
03_answer.json,10,"{'PER': ['Victor Harg', 'Victor Hargrove', 'Harg'], 'LOC': ['Westbridge'], 'ORG': ['Westbridge University'], 'MISC': ['of Power']}",6
06_answer.json,1,"{'MISC': ['Greenfield Scanda', '##s', 'The', 'Greenfield Scandal'], 'ORG': ['Public Fund', 'Ashford Tribune', 'GreenTech Initiative', 'Green Solutions LLC', 'Council', 'Rodriguez', 'Smith', 'Verity', 'Audi', 'Green Solutions', 'Ash'], 'LOC': ['Ashford'], 'PER': ['Rebecca Greenfield', 'Greenfield', 'Jake']}",19
06_answer.json,2,"{'MISC': ['Blue River Affair'], 'LOC': ['Riverton'], 'PER': ['Eleanor Bryce', 'Bryce', 'Harper'], 'ORG': ['Blue River Revitalization Project', ""State Comptroller ' s Office"", 'Blue River Rev', '##ization Project', 'Shell Companies', 'Witness']}",11
06_answer.json,3,"{'MISC': ['Co', '##ly C', '##s'], 'LOC': ['Veridonia', 'Hartford'], 'PER': ['Alicia Hartford', 'Hartford', 'Mateo Lin'], 'ORG': ['Department of Urban Development', 'Project HomeLift', 'Lux', '##ous Living Co.', 'Veridonia Accountability Bureau', 'VAB', 'Lu', '##urious Living Co.', 'Em']}",17
06_answer.json,4,"{'MISC': ['Greenfields Affair', 'Fund', '##lands Restoration Initiative', '##ive Report'], 'LOC': ['Greenfields'], 'PER': ['Emily Warrington', 'Warrington', 'James Holloway', 'Audrey Lane', 'Liam Reynolds', 'Audrey', 'Lane', 'Holloway', 'Liam', 'Reynolds'], 'ORG': ['National Progressive Party', 'Greenfields Department of Justice', 'Greenfields Gazette', 'Wet']}",19
06_answer.json,5,"{'MISC': ['Operation Trustfall', '##b', 'Project Green Haven'], 'LOC': ['Metropolis Heights', 'Green Haven'], 'PER': ['Alexander Reed', 'Reed', 'Maria'], 'ORG': ['National Party', '##low', 'V', 'Citizen', 'Metropolitan Bureau of Public Accountability', 'MBPA']}",14
06_answer.json,6,"{'MISC': ['Operation Transparency', '##b', 'Paper Trail'], 'LOC': ['Eastville', 'City Hall'], 'PER': ['Sarah Mills', 'Arthur Blackwell', 'Blackwell', 'Mayor', 'Mills'], 'ORG': ['Department of Public Accountability', 'and Sur', '##nce']}",13
06_answer.json,7,"{'ORG': ['Verdant Initiative', 'Shell', 'C', 'Paper', 'Initiative'], 'LOC': ['Elmsworth'], 'PER': ['Richard Hargrove', 'Sarah Whitmore', 'Greenleaf', 'Mayor', 'Harg', 'Sarah', 'Michael T', 'Michael'], 'MISC': ['Greenleaf']}",15
06_answer.json,8,"{'MISC': ['The', 'Gilded Path', 'The Gilded Path'], 'LOC': ['New Capitol'], 'PER': ['Jane Thompson', 'Thompson', 'Alex Rivera', 'Rivera'], 'ORG': ['Progressive Party', 'Capitol Times', 'Justice']}",11
06_answer.json,9,"{'MISC': ['Silver Lake Sc', 'Lake Sc', '##l'], 'LOC': ['Evergreen', 'Silver', 'Silver Lake Nature Reserve', 'Silver Lake'], 'PER': ['Jonathan Prescott', 'Prescott', 'Elena Morales', 'Morales', 'Paul Easton', 'Easton'], 'ORG': ['Evergreen', 'Evergreen Accountability Committee', 'EAC']}",16
06_answer.json,10,"{'MISC': ['Solaris Sc', 'Project Solaris'], 'LOC': ['Miraville'], 'PER': ['Evelyn Grant', 'Mayor', 'Grant', 'John Ramirez', 'Ramirez'], 'ORG': ['Ethics Commission', 'Project Solaris', 'Phantom Contract', 'Audi', 'E', '##W', 'Su', 'Grant', 'Rene', 'Energy Department']}",18
13_answer.json,1,"{'MISC': ['Verdant Valley Conflict'], 'LOC': ['Verdant Valley'], 'ORG': ['TitanCorp', 'E', '##coGuardians', '##Guardians', 'Titan', 'Connell'], 'PER': ['Clara Rivers', 'Rivers', 'James', 'Elena', 'Mark']}",13
13_answer.json,2,"{'LOC': ['Green River Valley'], 'MISC': ['Discovery'], 'ORG': ['TerraGlobal Corp', 'Green River Guardians', 'GRG', 'Front', 'TerraGlobal', 'Point', 'Midway', 'Terra', 'Green', 'Guardians'], 'PER': ['Alice Green', 'Alice', 'Richard Sterling']}",15
13_answer.json,3,"{'ORG': ['Guardians of Green Valley', 'Global Horizons Corp', 'Global Horizons', 'Guardians', 'District Court of Green Valley', 'Green', 'Global', 'Horizon'], 'LOC': ['Green Valley'], 'MISC': ['Em', 'Environmental Protection Act'], 'PER': ['Ava Thompson', 'Martin Rook', 'Martin', 'Elena Morris']}",15
13_answer.json,4,"{'MISC': ['The', ""' s Re"", '##oning'], 'LOC': ['Pacific Northwest', 'Evergreen Valley', 'Verde River', 'Evergreen', 'Main Street'], 'ORG': ['TitanCorp Industries', 'TitanCorp', 'Guardians of the Verde', 'Titan'], 'PER': ['Claire Hastings', 'Robert Langston']}",14
13_answer.json,5,"{'MISC': ['Battle for Redwood Valley', 'Northern Spot', 'End', '##angered Species Act', 'National', 'Policy Act', '##PA', 'Environmental'], 'LOC': ['Northern California', 'Redwood Valley'], 'ORG': ['Agrimax Corporation', 'Green Earth Alliance', '##ted Owl', 'Pacific Fisher', 'Environmental', 'NE', 'A', '##grimax'], 'PER': ['Emily Harper']}",19
13_answer.json,6,"{'LOC': ['Glassford County Courthouse', 'Evergreen Valley'], 'ORG': ['OmegaCorp', 'Evergreen Alliance', 'Alliance', 'Omega'], 'PER': ['Sophie Lin', 'Marcus Drake']}",8
13_answer.json,7,"{'ORG': ['Green Guardians', 'TerraCorp', 'Verdantia', 'Terra', 'Eli', 'Moreno', 'TerraC', 'Charles', 'Harding'], 'MISC': ['for', '##a', '##beat of Dissent'], 'LOC': ['Verdanti', 'Verdantia'], 'PER': ['Eli', '##sa Moreno', 'Marcus Vexler']}",17
13_answer.json,8,"{'ORG': ['Green Earth Coalition', 'GlobalChem Industries', 'GEC', 'GlobalChem', 'Goliath', 'Alice', 'Clear', 'Global', 'Industries', 'Blacks'], 'MISC': ['Em'], 'LOC': ['Clearwater', 'Courtroom'], 'PER': ['Alice Waters', 'David', 'Waters', 'Henry']}",17
13_answer.json,9,"{'ORG': ['The', 'Green Horizon', 'TerraGlobe Industries', '##ville', 'The Green Horizon', 'TerraGlobe', 'Neoville', 'Ava', 'Terra', 'Marcus'], 'LOC': ['Neo', 'Clearwater Village'], 'PER': ['Ava Reynolds', 'Marcus Thorne']}",14
13_answer.json,10,"{'ORG': ['Earth Guardians', 'NaturoChem Corp', 'NaturoChem', 'Alex', 'Earth', 'Guardians', 'Nat', 'Beaumont'], 'LOC': ['Pacific Northwest', 'Evergreen Valley', 'Everwood Forest', 'North America'], 'PER': ['Alex', '##a Rivers', 'David', 'Evelyn']}",16
21_answer.json,1,"{'ORG': ['Rampton Rovers', 'Eastfield Eagles', 'Rampton', 'East', 'Eagles', 'Rovers', 'Ram', 'O'], 'LOC': ['Rampton', 'Rampton Stadium', '##field', 'East'], 'PER': ['Luke Thompson', 'Marcus Greenwood', ""James O ' Connor"", 'Danny Foster', 'Damien Cole', 'Cole', 'Connor']}",19
21_answer.json,2,"{'ORG': ['C', '##resthill United', 'Rivergate FC', '##rest', 'Cresthill United', 'Rivergate', '##resthill', 'Cresthill'], 'PER': ['Jamie Thompson', 'Marco Silva', ""Liam O ' Connor"", 'Carlos Mendes'], 'LOC': ['C', '##resthill', '##hill Stadium', 'Rivergate']}",16
